timestamp,Altitude (GPS),Average speed,Average speed (GPS),Barometric pressure,Calculated boost,Calculated engine load value,Calculated instant fuel rate,Distance traveled with MIL on,Distance travelled,Distance travelled (total),Engine RPM,Engine RPM x1000,Engine coolant temperature,Fuel rail press.,Fuel used,Fuel used (total),Fuel used price,Fuel used price (total),Instant engine power (based on fuel consumption),Intake air temperature,Intake manifold absolute pressure,MAF air flow rate,OBD Module Voltage,Power from MAF,Speed (GPS),Vehicle acceleration,Vehicle speed,LATITUDE,LONGITUDE
2025-10-17 00:00:04.827,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157822,77.5656214
2025-10-17 00:00:04.827,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157822,77.5656214
2025-10-17 00:00:04.827,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157822,77.5656214
2025-10-17 00:00:05.247,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0159218,77.5656546
2025-10-17 00:00:05.248,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0159218,77.5656546
2025-10-17 00:00:05.248,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0159218,77.5656546
2025-10-17 00:00:05.248,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0159218,77.5656546
2025-10-17 00:00:05.248,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0159218,77.5656546
2025-10-17 00:00:05.248,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0159218,77.5656546
2025-10-17 00:00:05.248,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0159218,77.5656546
2025-10-17 00:00:10.107,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.421,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.421,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.422,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.425,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.425,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.425,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.425,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.427,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.427,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.427,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.432,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.432,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.432,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158133333333,77.5656683333333
2025-10-17 00:00:11.433,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:11.997,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.155,,,,,,36.078431372549,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.253,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.325,,,,,-0.917363692895667,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.325,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.418,,,,,,,,,,,824.0,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.418,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.511,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0157696,77.5656189
2025-10-17 00:00:12.646,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.717,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.877,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:12.963,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.030,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.208,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.260,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.394,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.486,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.539,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.654,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.716,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.828,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.878,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:13.932,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.040,,,,,,35.6862745098039,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.114,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.239,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.287,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.346,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.382,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.382,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157696,77.5656189
2025-10-17 00:00:14.386,832.8,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.387,832.8,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.387,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.387,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157696,77.5656189
2025-10-17 00:00:14.393,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.393,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.393,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157696,77.5656189
2025-10-17 00:00:14.414,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.414,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.414,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157696,77.5656189
2025-10-17 00:00:14.442,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.496,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.600,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.649,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.701,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.830,,,,,,35.6862745098039,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.890,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157696,77.5656189
2025-10-17 00:00:14.990,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.040,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.111,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.212,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.264,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.349,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.349,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157696,77.5656189
2025-10-17 00:00:15.350,839.6,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157696,77.5656189
2025-10-17 00:00:15.353,839.6,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.354,839.6,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.354,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.354,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157516666667,77.565675
2025-10-17 00:00:15.360,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.365,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.365,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.365,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157516666667,77.565675
2025-10-17 00:00:15.366,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.366,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157516666667,77.565675
2025-10-17 00:00:15.367,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.367,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.367,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.367,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157516666667,77.565675
2025-10-17 00:00:15.421,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.477,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.518,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.518,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.518,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0157516666667,77.565675
2025-10-17 00:00:15.640,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.713,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.855,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.905,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:15.956,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.057,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.114,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.203,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.254,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.319,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.443,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.518,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0157516666667,77.565675
2025-10-17 00:00:16.589,844.5,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.590,844.5,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.590,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.590,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.590,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.590,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.591,844.5,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.595,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.595,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.595,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.596,874.299987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.596,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.596,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.600,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.600,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.600,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.603,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.603,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.603,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.604,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.604,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.604,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.015715,77.5657133333333
2025-10-17 00:00:16.633,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.685,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.727,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.015715,77.5657133333333
2025-10-17 00:00:16.765,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:16.836,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:16.895,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:16.997,,,,,,35.6862745098039,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.044,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.097,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.192,,,,,,35.2941176470588,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.329,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.423,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.475,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.527,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.583,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.583,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158698,77.5656633
2025-10-17 00:00:17.584,847.9,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.625,,,,,,34.5098039215686,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.666,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.666,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158698,77.5656633
2025-10-17 00:00:17.667,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.682,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.798,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.847,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.899,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:17.999,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.070,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.178,,,,,,34.5098039215686,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.238,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.288,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.423,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.511,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.583,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.583,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158698,77.5656633
2025-10-17 00:00:18.584,849.7,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.637,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.689,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.694,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.694,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.694,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158698,77.5656633
2025-10-17 00:00:18.737,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.840,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.900,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:18.999,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.048,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.099,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.196,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.246,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.356,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.406,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.471,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.580,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.595,851.9,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.595,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.595,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158698,77.5656633
2025-10-17 00:00:19.639,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.687,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.687,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13.0158698,77.5656633
2025-10-17 00:00:19.688,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.729,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.790,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.877,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:19.982,,,,,,34.9019607843137,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.075,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.140,,,,,,34.5098039215686,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.190,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.252,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.352,,,,,,34.5098039215686,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.404,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.514,,,,,,34.5098039215686,,,,,,,,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.565,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,13.0158698,77.5656633
2025-10-17 00:00:20.580,,,0.0050466597384408,,,,,,,,,,,,,,,,,,,,,,,,,13.01571,77.565715
2025-10-17 00:00:20.580,,,,,,,,,,,,,,,,,,,,,,,,,0.131562995910645,,,13.01571,77.565715
2025-10-17 00:00:20.582,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01571,77.565715
2025-10-17 00:00:20.585,,,0.0050742903131099,,,,,,,,,,,,,,,,,,,,,,,,,13.01571,77.565715
2025-10-17 00:00:20.585,,,,,,,,,,,,,,,,,,,,,,,,,0.131562995910645,,,13.01571,77.565715
2025-10-17 00:00:20.586,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01571,77.565715
2025-10-17 00:00:20.598,873.700012207031,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01571,77.565715
